Name,Restaurant ID,Rating,Address,Cuisine,Cost for Two
Bijoli Grill Kolkata,20079,3.9,"38, S.P. Mukherjee Road, Near Bhawanipur Police Station, Bhawanipur, Kolkata","Chinese, Seafood, Bengali",400
Bijoli Grill Kolkata,24364,3.5,"Spencers, Basement, South City Mall, 375, Prince Anwar Shah Road, Kolkata",Bengali,250
Bijoli Grill Kolkata,24644,3.9,"124B, Dr. Meghnad Saha Sarani, Southern Avenue, Kolkata","Bengali, Continental, Chinese","1,000"
Bijoligrill Foods Corner Kolkata,18554912,3.3,"1/7, Ashok Nagar, Tollygunge, Kolkata",Fast Food,400
Bikaner Bhujiawala Kolkata,24734,3.4,"45A, New Alipore, Block C, Near Taratala Post Office, New Alipore, Kolkata","Fast Food, Mishti",300
Bikers Dhaba Kolkata,18794881,NEW,"154, Manicktala Main Road, Opposite Ekta Residency, Kankurgachi, Kolkata",Fast Food,400
Bina Snacks & Caterers Kolkata,18767476,3.1,"Nazrul Islam Avenue, Dakhin Mart, Kaikhali, Kolkata","North Indian, Chinese",350
Bindaas Tandoori Restaurant Kolkata,18712098,-,"1, Topsia Road, E.M. Bypass, Topsia",Chinese,400
Bindas Kolkata,18134907,2.8,"Near Sonarpur, 112, Purba Baidya Para Road, Khrishtala, Narendra Pur, Kolkata","North Indian, Chinese, Mughlai",700
Bindass Food Plaza Kolkata,22908,2.8,"18, College Street, Kolkata College Street","Chinese, North Indian",250
Bindass Restaurant Kolkata,25752,2.5,"1, Topsia Road(South), E.M. Bypass, Topsia, Kolkata","North Indian, Street Food",300
Bingo Kolkata,18687559,-,"2/172 G Colony, Baghajatin, Kolkata, Baghajatin",Chinese,200
Binjara Crafts & Cafe Kolkata,18611900,2.5,"Suniti Sudha Building, Salua, Rajarhat Main Road. Beside Dr. Lal Pathlab, Chinar Park, Kolkata","Fast Food, South Indian, Chinese",200
Biriyani Bar Kolkata,22788,2.7,"Stall 10, New Town Bus Terminus, New Town, Kolkata","Chinese, North Indian",300
Biriyani Parlour Kolkata,18722235,3,"57A, James Long Sarani, Chamrapatti, Behala, Kolkata",Biryani,200
Biryanee & More Kolkata,18619896,3.8,"P-362, Parnasree Palli, Behala, Kolkata","Mughlai, Biryani, North Indian",400
Biryani @ 123 Kolkata,18625805,-,"BE 25, Street 121, Narkelbagan, Newtown Action Area 1, New Town, Kolkata",Biryani,400
Biryani @ 99 Kolkata,18622787,-,"BE 112, Narkelbagan, New Town, Kolkata",Biryani,300
Biryani Bliss Kolkata,18633325,3,"8/10/1, Alipore Road, Alipore, Kolkata",Biryani,300
Biryani Box Kolkata,18338092,3.3,"Nutunpukur, Behind Uniworld city apartment,opposite IIT KGP Gate",Biryani,500
Biryani Company Kolkata,18611883,3,"Thakdari Main Road, Newtown Action Area 1, Street No 247.",Biryani,300
Biryani Company Kolkata,18612052,3.1,"Thaldani Main Road, Street 247, Chinar Park, Kolkata",Biryani,400
Biryani Corner Kolkata,18259465,2.5,"86A, Rashbehari Avenue, Lake Market Area, Kolkata","North Indian, Chinese, Mughlai",350
Biryani House Kolkata,25058,3.4,"NG24, S.S. Hogg Market, New Market Area, Kolkata","North Indian, Mughlai, Street Food",450
Biryani Hut Kolkata,18591955,2.9,"Sam Villa, Kaikhali Mandal Ganthi Road, Near VIP Junction, Kaikhali, Kolkata","Biryani, North Indian, Fast Food",400
Biryani Hut Kolkata,18753214,3.1,"Infront of Sukhobrishti Complex, New Town, Kolkata",North Indian,300
Biryani Panda Kolkata,18790211,NEW,"24/A Hridaypur Station Road, Opposite Andhra Bank, Barasat, Kolkata",Biryani,400
Biryani Point Kolkata,18343771,3.1,"124/1, Ustad Enayar Khan Avenue, Ballygunge, Kolkata",Biryani,300
Biryaniwala Kolkata,18729579,3.2,"391/127, Near South City Mall, Prince Anwar Shah Road, Kolkata",Biryani,250
Biscotti Kolkata,20644,3.7,"4th Floor, Forum Mall, 10/3, Elgin Road, Elgin, Kolkata",Bakery,300
Biscotti Kolkata,22744,3.1,"Metro Cash N Carry, Ajoy Nagar, Kolkata",Bakery,300
Biscotti Kolkata,22875,3.5,"5th Floor, Forum Mall, 10/3, Elgin Road, Elgin, Kolkata",Bakery,300
Bishal Restaurant Kolkata,24305,3,"162, B.B. Ganguly Street, Near LIC Building, Sealdah Area, Kolkata","North Indian, Chinese",350
Bishnu ji Chat Centre Kolkata,18265444,3.4,"204, Near Ram Mandir, Girish Park, Kolkata",Street Food,200
Bistro Y Kolkata,24830,3.9,"J1/16, EP & GP Block, Sector 5, Salt Lake","North Indian, Mughlai, Chinese","1,000"
Biswamata Sweets Kolkata,18444378,-,"99/2, Station Road (East), Near New Barrackpore Station, Barrackpore, Kolkata",Mishti,100
Biswas Mistanna Bhander Kolkata,25466,3.5,"1, Shyamsunder Pally, Biren Roy Road (West), Shakuntala Park, Behala, Kolkata",Mishti,100
Bite & Sip Kolkata,18541976,-,"211/1A B.B Ganguly Street, Sealdah Area, Kolkata","Fast Food, Bakery",100
Bite O Bite Continental Kolkata,18678145,3.7,"Ground Floor, Prasanti Abasan, 191 Barasat Road",Continental,350
Bite O Bite Kolkata,18745123,2.9,"C-104, Prasad Nagar, 27 BT Road, Belghoria, Kolkata",North Indian,250
Bite's Grill Kolkata,18722767,3.3,"1, Dr Durga Charan Lane, Opposite Entally Market, Entally, Kolkata","North Indian, Chinese",500
Bite's Grill Kolkata,18723070,-,"3/1 Azadgarh, Beside Regent Park Post Office, Tollygunge, Kolkata","North Indian, Chinese",500
Black Candy Kolkata,23869,2.6,"P 450, Keyatala Road, Southern Avenue, Kolkata","Cafe, Chinese",500
Blaquiere's Kolkata,25583,3.5,"Prasad Exotica, Block 5 Flat 4A, 71/3, Canal Circular Road, Kankurgachi, Kolkata","Bakery, Continental, Desserts",900
Bliss Bakery Kolkata,25534,3.4,"6, Commissariat Road, Hastings, Park Street Area, Kolkata","Bakery, Desserts",350
Bliss Kolkata,20083,4.1,"53, Hindustan Park, Kolkata","Chinese, Seafood",450
Blissful Cakes  Kolkata,18646706,3.2,"VIP Road, Dakhin Mart, Kaikhali, Kolkata","Bakery, Desserts",300
Blossom Food Plaza Howrah,22705,3.1,"241/1, G.T. Road, Liluah, Howrah","North Indian, Chinese",350
Blossom Kolkata,20719,3.7,"55B, Abheananda Road, Near Hedua Park, Hatibagan, Kolkata","Chinese, North Indian, Fast Food, Seafood",450
Blu Orchid Kolkata,18607141,4.1,"C22, Sammilani Park, Survey Park Area, Ajoy Nagar, Kolkata","Tibetan, Chinese, Asian",700
Blue And Beyond Kolkata,21636,4,"The Lindsay, 8A & 8B, Lindsay Street, New Market Area, Kolkata","Continental, North Indian, Chinese, Kebab, Thai","1,600"
Blue And Sky Rooftop Restaurant Kolkata,18724697,-,"Gate No.1 Beside Eco Park, Near Rishi Eco View, Opposite to West Inn, Jatragachi, New Town, Kolkata","North Indian, Chinese, Continental",600
Blue Heaven Howrah,22770,3.6,"711302, Andul Road, Duillya Station Road, Andul Road, Howrah","Chinese, North Indian",300
Blue Heaven Kolkata,18672054,-,"EN 43, Hotel East Palace, Sector 5, Salt Lake, Kolkata","North Indian, Chinese","1,000"
Blue Lagoon Kolkata,20085,3.7,"A25, Jadavpur Super Market, Jadavpur, Kolkata",Chinese,500
Blue Lottus Kolkata,18555055,-,"13, Block B, Bangur Avenue, Bangur, Kolkata",Chinese,300
Blue Moon Kitchen Kolkata,18610913,-,"24C, Jatin Das Road, Desapriya Park, Kolkata","Bengali, Chinese, Rolls",300
Blue Mug Kolkata,18420517,4.3,"1/121, Jodhpur Park, Kolkata","Cafe, Continental, Italian, Salad",700
Blue Nile Kolkata,21881,3.7,"1st Floor, City Centre 2 Mall, Chinar Park, Kolkata","North Indian, Chinese, Continental, Salad","1,400"
Blue Nile Lounge Kolkata,18354591,3.5,"1st Floor, City Centre 2, Chinar Park, Kolkata","Finger Food, North Indian","1,200"
Blue Poppy-Thakali Kolkata,18746590,4.5,"Sikkim Commercial House, 1st Floor, 4/1 Middleton Street, Camac Street Area, Kolkata","Nepalese, Momos",500
Blue Sapphire Kolkata,21680,3.2,"15, Lindsay Street, Beside New Market and SimPark Mall, New Market Area, Kolkata","North Indian, Chinese, Bengali, Fast Food, Bangladeshi","1,200"
Blue Sky Cafe Kolkata,22056,4.1,"3, Sudder Street, New Market Area, Kolkata","Cafe, Chinese, Italian, North Indian, Juices, Momos",650
Blue Star Restaurant Kolkata,18823639,NEW,"80F Topsia Road Topsia, Kolkata","Mughlai, Biryani",300
Blue Velvet Kolkata,18786289,3.8,"85, Block C, Opposite Apanjan Park, Bangur Avenue, Kolkata","Fast Food, Bakery",400
Blues Kolkata,20917,2.9,"122, Rajdanga Gold Park, Tribarna Sangha, Rash Behari Avenue Connector, Kasba, Kolkata","North Indian, Chinese",400
Bluezz Kolkata,18474097,3.3,"5th floor, Axis Mall, New Town, Kolkata",North Indian,700
Bohemian Kolkata,21520,4.2,"32/4, Old Ballygunge, 1st Lane, Near Bondel Road, Ballygunge, Kolkata","Bengali, North Indian, Seafood","1,700"
Boithak-Khana Kolkata,18683319,3.7,"36, Nirmal Sen Gupta Sarani Road, Motilal Colony, Rajbari, PHOENIX NURSING HOME  Near Airport 2 number. Gate, Dum Dum, Kolkata","Fast Food, Pizza, Burger",300
Bol Bhai Bol Howrah,22699,2.9,"362, Belilious Road, Howrah Maidan Area, Howrah","Chinese, North Indian",150
Bombay Brasserie Kolkata,24205,4.3,"5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",North Indian,"1,900"
Bombay Hotel Kolkata,18561496,3.4,"Rajmohan Street, Kolutolla, Bara Bazar, Kolkata",Mughlai,400
Bombay Kulfi Kolkata,18646591,4.2,"Ground Floor, Binayak Apartments, 40-A Pandit Madan Mohan Malviya Sarani, (Behind The Samilton Hotel, Opposite Chakraberia Triangular Park) Bhawanipur, Kolkata",Desserts,150
Bombay Shiv Sagar Kolkata,20090,4.1,"1st Floor, Pantaloons Building, Block B, 22, Camac Street Area, Kolkata","North Indian, Chinese, South Indian, Fast Food, Juices",650
Bombay Spice Kolkata,18806006,NEW,"165, Basundhara Apartment, Indira Gandhi Road, Konnagar, Kolkata","Chinese, North Indian",800
Bomby's Weekend Takeaway Kolkata,18515276,-,"418/B, Gariahat Road, Jodhpur Park, Kolkata","Gujarati, Maharashtrian",250
Bon Ami Kolkata,18221909,3.8,"2, Central Road, Near BSNL Exchange, 8B Bus Stand, Jadavpur, Kolkata","Chinese, Momos",150
Bon Appetit Kolkata,21630,4,"AD 34, Sector 1, Salt Lake","Cafe, Italian, Desserts, Bakery, Salad",450
Bon Appetit Kolkata,21885,4.1,"109/26, Hazra Road, Hazra, Kolkata","Cafe, Italian, Desserts, Salad",550
Bondhu Chol - By Five Kolkata,18731938,3.4,"Shop 2, Sur Villa, 406 Dum Dum Road, Surer Math, Dum Dum, Kolkata","North Indian, Chinese",400
Bondhur Heshelghar Kolkata,18655788,-,"16, Dum Dum Road, Ghughudanga, Satpukur, Purba Sinthi, South Dum Dum","Bengali, Chinese",300
Bonfire Kolkata,18420373,3.3,"1, Bangur Avenue, Bangur, Kolkata","Burger, Pizza",250
Bong Belly Kolkata,18287270,3.6,"274, Lake Garden, Lake Gardens, Kolkata","North Indian, Seafood, South Indian, Cafe",600
Bong Chi Kolkata,18620647,3.1,"RD 16, Raghunathpur, Baguihati, Kolkata","Chinese, North Indian",400
Bong Chinese Kolkata,18696594,-,"6A, Baghbazar Street, Shyam Bazar, Kolkata",Chinese,500
Bong Deli Kolkata,18680076,3.3,"A 8, Taltala Rajarhat Road, Baguihati, Kolkata","Indian, Bengali, Chinese",300
Bong Delicacies Kolkata,18345386,3.1,"Nilachal Complex, Narendra Pur, Kolkata",Bengali,350
Bong Fusion Cafe Kolkata,18312670,3.4,"164/4, Upen Banerjee Road, parnasree., Behala, Kolkata","Chinese, Bengali, Indian",550
Bongchi Kolkata,18548445,3.3,"16/1, Kajipara Road, Parnasree Pally, Beside Sarada Vidyapith School, Behala, Kolkata","Bengali, Chinese",400
Bonn Tonn Bakery Kolkata,18134919,3.5,"3rd Floor, Babylon Building, 2/1A, Burdawan Road, Alipore, Kolkata","Bakery, Desserts",350
Bono Phool Kolkata,21319,3.3,"28A, S.P. Mukharjee Road, Bhawanipur, Kolkata","Chinese, North Indian",400
Bookhara Kolkata,20682,2.9,"Garia Main Road, Near Sheetla Mandir,  Garia, Kolkata","North Indian, Chinese, Mughlai",500
Boom Shack Kolkata,18589399,-,"Mohisbachas, Sector 5, Salt Lake",Fast Food,400
Bosphorus Churros & Co. Kolkata,18559253,4.2,"K1, RDB Cinemas, EP - GP Block, Sector 5, Salt Lake","Fast Food, Healthy Food",500
Bosphorus Churros & Co. Kolkata,18559266,4.3,"G1, Oasis Bliss, 31, Ram Mohan Dutta Road, Bhawanipur, Kolkata","Spanish, Healthy Food, Fast Food, Portuguese",500
Bosphorus Churros & Co. Kolkata,18559349,-,"28A, Dr Sarat Banerjee Road, Southern Avenue, Kolkata","Fast Food, Healthy Food",500
Bosumati Fast Food Centre Kolkata,22951,-,"68/A, Aurobindo Sarani, Shobha Bazar, Kolkata",Fast Food,100
Boudir Mistir Dokan Kolkata,18382557,3,"106B, Selimpur Road, Dhakuria, Kolkata","Bengali, Mishti",400
Boulevard Kolkata,18514277,3.9,"Upohar Town Centre, Garia, Kolkata","Continental, Asian, North Indian",750
Bower Bar & Restaurant Kolkata,23116,3.1,"20, Ganesh Chandra Avenue, Chandni Chowk, Kolkata","North Indian, Chinese",700
Bowlers' Den Kolkata,18275948,3.6,"Near Nicco Park, Sector 4, Salt Lake","Continental, North Indian, Chinese","1,000"
Branches - Hotel O2 Oxygen Kolkata,22467,3.6,"O2 Oxygen, V.I.P. Road, Ramkrishna Pally, Kaikhali, Kolkata","North Indian, Chinese, Continental","1,000"
Brar's Punjabi Hotel Kolkata,22466,3.5,"1, Boral Main Road, Garia, Kolkata","North Indian, Bengali, Street Food",300
Break Point Howrah,18562303,-,"Aurobindo Malll, Salkia, Salkia, Howrah",Fast Food,300
Break Point Kolkata,18553340,-,"Suncity Mall, Barasat, Kolkata, Kolkata",Fast Food,300
Break Point Kolkata,18593361,-,"127A, Acharya Jagadish Chandra Bose Road, Sealdah Area, Kolkata","North Indian, Chinese",600
Break Time Kolkata,18801819,NEW,"1/ A, Near Durganagar Railway Station, Dum Dum, Kolkata","North Indian, Chinese",200
Breakfast 4 U Kolkata,18529613,3.7,"31A, Circus Avenue, Opposite Syndicate Bank, Park Circus Area, Kolkata","Continental, North Indian, Chinese",300
Breakio Kolkata,18774032,3.2,"AG 26, Sector 2, Salt Lake, Kolkata",North Indian,300
Brewbakes Kolkata,18686933,3.7,"106 Santoshpur Avenue, South Kolkata, Santoshpur, Kolkata",Cafe,500
Brewin - ​Radisson Kolkata Kolkata,22659,3.5,"Radisson, 17, Garcha Road, Ballygunge, Kolkata","Cafe, Desserts, Bakery",700
Brickwood Kolkata,18217480,4,"10, Wood Street, Camac Street Area, Kolkata","Pizza, Italian","1,200"
Bridge View Howrah,22642,3.4,"159/1, Shibpur Road, Mandirtala, Shibpur, Howrah","Chinese, North Indian",350
British Food Company Kolkata,18580991,-,"PB 3, Eden Court, Action Area II, New Town, Kolkata",Bakery,300
Brojonath Grand Sons Howrah,17990463,-,"128, G.T. Road North, Shibpur, Howrah","Street Food, Mishti",150
Brother's Snack Kolkata,18360342,3.3,"1A, Humayan Place, New Umpire Building, New Market Area, Kolkata",Fast Food,200
Brown County Kolkata,23313,3.3,"Hotel Victerrace, 1B, Gorky Terrace, Behind Gorky Sadan, Minto Park, Kolkata","Chinese, North Indian, Fast Food",500
Brown's Kolkata,18555373,3.1,"8C, Queen's Park, Queens's Court, Ballygunge, Kolkata","Desserts, Continental","1,000"
Buddha Bites Express Kolkata,18377089,3.7,"108/3, Rani Park 2nd Lane, Jessore Road, Madhyamgram Chowmatha, Barasat, Kolkata",Chinese,"1,000"
Buddha Bites Howrah,18591286,3.4,"4th Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah",Chinese,"1,000"
Buddha Bites Howrah,18706780,3.1,"212, Girish Ghosh Rd, Belur, Howrah",Chinese,"1,000"
Buddha Bites Kolkata,18530611,3.7,"108/3, Rani Park, 2nd Lane, Jessore Road,Madhyamgram, Chowrasta, Barasat, Kolkata",Chinese,"1,000"
Buddha Bites Kolkata,18706770,3.5,"Block B 277/4, B T Road, Police Station, Baranagar",Chinese,"1,000"
Buddha Bites Kolkata,18740050,3.3,"Food Court Counter F-20, 4th Floor, Lake Mall, 104, Rashbehari Avenue, Lake Market Area, Kolkata",Chinese,"1,000"
Buddha Bites Kolkata,18817262,NEW,"Plot IIDD/5, Biswa Bangla Sarani, Action Area 2, Action Area 2D, New Town, Kolkata",Chinese,"1,000"
Buddha Bites Kolkata,18825251,-,"60/1, James Long Sarani, Nabapally, Thakur Pukur, Kolkata",Chinese,"1,000"
Buddha Bites Kolkata,18857925,NEW,"First Floor, EN- 35, Sector 5, Salt Lake, Kolkata",Chinese,"1,000"
Buddha Bites Kolkata,24462,3.4,"200, Jodhpur Garden, Kolkata, Jodhpur Park, Kolkata",Chinese,"1,100"
Buddha Bites Kolkata,25607,3.9,"Block A , 862 Jessore Road, Lake Town, Kolkata",Chinese,"1,000"
Buddy's Yard Cafe Kolkata,18742405,4.1,"Shop 304, 3rd Floor, Axis Mall, New Town, Kolkata","Cafe, Continental, Beverages",300
Buffet King By Kasturi Kolkata,18706903,2.4,"1 Nayapatty, Opposite Diamond Plaza Mall, Nagerbazar",Bengali,"1,000"
Bumbashuki Food Kolkata,18705532,-,"2B, Nanda Mullick Lane, Singhi Bagan, Bara Bazar, Kolkata",Fast Food,100
Bunkers Dhaba Kolkata,18377104,3.5,"4th Floor, 125/1, Suncity The Barasat Mall, Jessor Road, Barasat, Kolkata",North Indian,700
Buns N Chicken Kolkata,24000,3.6,"34, Karl Marx Sarani, Beside India Restaurant, Kidderpore, Kolkata",Fast Food,200
Burger Bike Kolkata,18594601,3.3,"Sakantala Park, Behala, Kolkata",Burger,300
Burger Bike Kolkata,18663639,3.1,"Parnasree Palli, Behala, Kolkata, West Bengal 700060, India",Burger,300
Burger Home Kolkata,18668958,3.2,"Shop A, Opposite Gate 1, Unitech, New Town, Kolkata",Fast Food,250
Burger N Fried Kolkata,18794901,NEW,"107 Garfa Main Road, Jadavpur, Kolkata","Burger, Sandwich, Fast Food",350
Burger in Law Kolkata,18677746,4.2,NP 14,"Burger, Fast Food",500
Burgers and Sandwiches Kolkata,18553674,3.4,"7E, Cornfield Road, Ballygunge, Kolkata",Fast Food,300
Busy Bites Kolkata,18431893,3.5,"23B, Netaji Subhash Road, Near Dalhousie BBD Bagh, Kolkata","North Indian, South Indian, Continental, Chinese, Fast Food",500
Butter Chicken Wala Kolkata,18614682,-,"A4, Flat No 201, Indra Prast, Kaikhali, Kolkata","Biryani, North Indian",600
Butter Fingers Kolkata,18514653,3.2,"169, NSC Bose Road, Narendra Pur, Kolkata",Bakery,300
Buttercupp Kolkata,18606506,-,"143/A, Bansdroni New Government Colony, Ambagan, Tollygunge, Kolkata",Bakery,500
Buzz - The Gateway Hotel Kolkata,23442,4,"The Gateway Hotel, 1930, Rajdanga Main Road, Near Ruby Hospital Area, Kasba, Kolkata","Bengali, Street Food, Continental, South Indian, Italian, North Indian, Chinese, Bangladeshi","2,200"
Buzz Kolkata,20698,4,"3A, Ho Chi Minh Sarani, Chowringhee, Kolkata","Chinese, Tibetan, Fast Food, Momos",600
Byepass Adda Kolkata,18777944,3.3,"128, Panchannagram Colony, E M Bypass Crossing Service Road, Ruby Hospital Area, Kolkata","North Indian, Chinese",250
Byepass Dhaba Kolkata,18162672,4,"1/A, Sector B, Metropolitan CHS, Science City Area, Kolkata","North Indian, Chinese",800
Byloom Canteen Kolkata,22665,3.9,"58B, Hindustan Park Road, Hindustan Park, Kolkata","Cafe, Bengali, Fast Food",450
Bysha Kolkata,18739028,3.7,"P-595, 1st Floor, Purna Das Road, Hindustan Park, Kolkata","Cafe, Chinese, Continental",450
C/o. Bangali Kolkata,18366914,3.9,"108, Aurobindo Sarani, 4 Point Crossing, Near Star Theatre, Hatibagan, Kolkata","Bengali, Continental",700
C4CC - Crazy 4 Cakes & Chocolates Kolkata,18553801,3.3,"9/6, Naskar Para, Roy Nagar, Bansdroni, Tollygunge, Kolkata",Bakery,200
CALCUTTA 64 Kolkata,18377098,4.3,"BC 25, Sector 1, Salt Lake","Cafe, Continental",450
CFC - Crispy Fried Chicken Kolkata,18491134,3,"54/8B, Debendra Chandra Dey Road, Tangra, Kolkata","Tibetan, Korean",400
CFC Kolkata,18213990,3.3,"4th Floor, Pantaloons, 33/1A, Upendra Chandra Banerjee Road, Kankurgachi, Kolkata","Street Food, Burger",350
CFC Kolkata,18259456,2.7,"Metropolis Mall, 1925, Chak Garia, Hiland Park, Ajoy Nagar, Kolkata","Street Food, Burger",350
CFC Kolkata,18549460,3.5,"76/1, P.G.H Shah Road, Jadavpur, Kolkata",Fast Food,300
CFC Kolkata,18561885,3.3,"296,APC road,RajaBazzar, Sealdah Area, Kolkata","Street Food, Burger",350
CFC Kolkata,18562244,3.3,"Gate 1, Near Unitech Building, New Town, Kolkata","Street Food, Burger",350
CFC Kolkata,18570871,2.7,"4, Graham Road, Tollygunge, Kolkata","Fast Food, Bengali",250
CFC Kolkata,18679232,-,"40 M.B Road, Belghoria",Fried Chicken,300
CH Gope Sweets Kolkata,22922,3,"20, Keshab Chandra Sen Street, College Street, Kolkata","Street Food, Mishti",100
CHOCOBOY Kolkata,18367236,-,"3, Pratap Ghosh Lane, Girish Park, Kolkata",Bakery,400
CIT Cafe Kolkata,21578,4.2,"P/18A, C.I.T. Road, Park Circus Area, Kolkata","Chinese, Seafood",500
COOKiE CUP Kolkata,18354606,-,"34C Park Lane, Taltala, Kolkata",Bakery,300
CRC Kolkata,18343763,3.7,"30, Ripon Street, Taltala, Kolkata",Fast Food,200
Caafe 360 Degree Kolkata,21954,3.8,"4th Floor, Broadway Mall, IB 177/178, Sector 3, Salt Lake","Cafe, Fast Food, Continental, Chinese",600
Caafe 360 Degree Kolkata,23468,4,"P148/A, C.I.T. Road, Kankurgachi, Kolkata","Cafe, Fast Food, Continental, Chinese",600
Cafe 4/1 Kolkata,25605,4.1,"4/1, Camac Street, Camac Street Area, Kolkata","Cafe, Thai, Italian, North Indian, Continental, Salad",700
Cafe 7 Days Kolkata,18649307,3,"39D, Gokul Mitra Lane, Shobha Bazar, Kolkata","Chinese, Momos, Rolls",400
Cafe 80's Kolkata,18567741,2.8,"Binayak Enclave, Sadhan Pally, Sinthi, Kolkata Sinthi",Cafe,600
Cafe : Plot 15 Kolkata,18571713,4.1,"15, Ibrahimpur Road, Near Jadavpur 8B Bus Stand, Bidhanpally, Jadavpur, Kolkata","Cafe, Beverages",600
Cafe Amizade Kolkata,18682990,3.3,"36 Ballygunge Gardens, Near Arambagh Foodmart Gariahat, Kolkata","Continental, Burger, Beverages, Desserts, Sandwich, Chinese",500
Cafe Art Street Kolkata,18745513,4.4,"43/6/77, Jheel Road, Jadavpur, Kolkata",Cafe,600
Cafe Bistro Kolkata,24456,3.2,"Metropole Hotel, 174, Sarat Bose Road","Italian, Cafe",700
Cafe Brioso Kolkata,18679481,4.2,"Café Brioso, 5/C Rajani Sen Road, Near Mudiali Club, Southern Avenue, Kolkata","Pizza, Continental, Italian",500
Cafe Burnout Kolkata,18668439,3.2,"203 Sarat Bose Road, Canara Bank, Roof Top, Southern Avenue, Kolkata","Cafe, Continental, Chinese, Beverages",500
Cafe By The Lane Howrah,18579540,4,"49, Kali Kumar Mukherjee Lane, Shibpur, Howrah",Cafe,450
